	doc_id	sent_id	sent	subj	subj_begin	subj_end	subj_tag	rel	obj	obj_begin	obj_end	obj_tag
637	48383613	618	In March 1945 he was permanently deprived of his pension and of the right to wear any French or foreign decoration . Jules Brévié died at the age of 84 on 28 July 1964 in the village of Pierrefitte near Talizat , Cantal .	Pierrefitte	186	197	LOCATION	P131, P47	Talizat	203	210	LOCATION
638	5367458	619	Restrictive participation policies -LRB- e.g. , off-the-clock scheduling -RRB- for onsite health promotion activities such as health screenings , health risk appraisals , and workshops may act as a barrier to participation and therefore have a negative impact on health outcomes and effectiveness .  The Centers for Disease Control and Prevention conducted a case study of a workplace wellness program at Austin , TX 's Capital Metro , Austin 's local transit authority .	TX	414	416	LOCATION	P47	Austin	436	442	LOCATION
639	7370283	620	Chelsea , under new manager Gianluca Vialli , won with two extra time goals and won the UEFA Cup Winners ' Cup later that season . Middlesbrough 's second consecutive defeat in the final was followed by promotion back to the Premier League after just one season .	Gianluca Vialli	28	43	PERSON	P54	Middlesbrough	131	144	ORGANIZATION
640	7370283	621	Frank Sinclair , a villain in the 1994 FA Cup Final defeat when conceding a penalty and slipping to allow Mark Hughes to score , became the hero in this match .  He started the move that ended with his header finding the corner of the Middlesbrough net to open the scoring .	Mark Hughes	106	117	PERSON	P54	Middlesbrough	235	248	ORGANIZATION
641	43949213	622	In early 2014 , the show was performed in Tours , Strasbourg , Lille , Petite-Forêt , Rennes , Bourg-les-Valence , Voiron , Annecy and Chalon-sur-Saône in France , as well as in Geneva and Montreux in Switzerland .	Rennes	86	92	ORGANIZATION	P47	Annecy	124	130	LOCATION
642	43949213	622	In early 2014 , the show was performed in Tours , Strasbourg , Lille , Petite-Forêt , Rennes , Bourg-les-Valence , Voiron , Annecy and Chalon-sur-Saône in France , as well as in Geneva and Montreux in Switzerland .	Annecy	124	130	LOCATION	P47, P1376	Geneva	178	184	LOCATION
643	43949213	622	In early 2014 , the show was performed in Tours , Strasbourg , Lille , Petite-Forêt , Rennes , Bourg-les-Valence , Voiron , Annecy and Chalon-sur-Saône in France , as well as in Geneva and Montreux in Switzerland .	Montreux	189	197	LOCATION	P131, P47	Switzerland	201	212	LOCATION
644	18708482	623	The raven is featured prominently in many of his works -- `` Migwans '' , Beam 's family name , means `` feather '' or `` bird '' .  His works also feature news events -LRB- such as the Anwar Sadat assassination -RRB- or self-portraits or the shaman figure and family , a theme often returned to -LRB- seen in Figure 1 -RRB- Beam also shared the techniques learned and developed with others including his cousin David Migwans , now an accomplished artist living in M'Chigeeng First Nation , Manitoulin Island .	Anwar Sadat	186	197	PERSON	P27	Manitoulin Island	491	508	LOCATION
645	1038820	624	Marber 's theatre directing credits include Blue Remembered Hills by Dennis Potter -LRB- National Theatre -RRB- , The Old Neighbourhood by David Mamet , -LRB- Royal Court Theatre , London -RRB- and The Caretaker by Harold Pinter , -LRB- Comedy Theatre , London -RRB- .	Harold Pinter	215	228	PERSON	P69	London	254	260	LOCATION
646	41868946	625	The Center uses Anne Frank 's diary and spirit to teach about the impact of racism , anti-Semitism and other forms of discrimination .  Previously located on Crosby Street in Manhattan 's Soho neighborhood , the museum moved in 2012 to 44 Park Place , directly across from Park51 .	Anne Frank	16	26	PERSON	P27	Soho	188	192	LOCATION
647	9987705	626	Reyes ' 2002 memoir White Grizzly Bear 's Legacy : Learning to be Indian combines his own memories and research with notes from library and field research -LRB- including taped interviews -RRB- done by his mother before her death in a traffic accident in May 1978 .  Among other things , it describes traditional tribal fishing at Kettle Falls on the Columbia River and living in Inchelium , Washington at its old site .	Columbia River	351	365	LOCATION	P17	Inchelium	380	389	LOCATION
648	10873466	627	Neustadtl an der Donau is a town in the district of Amstetten in Lower Austria in Austria .	Lower Austria	65	78	LOCATION	P150	Austria	82	89	LOCATION
649	27784771	628	Two additional Zeta Gundam units appear in Episode 9 of the CG series Gundam Evolve , alongside Amuro Ray 's unit -- this brings the total number of Zeta units to four .	Amuro Ray	96	105	PERSON	P19	Zeta	149	153	ORGANIZATION
650	49504363	629	In 2001 , Vera Fretter and Ruth Turner were honoured by the symposium ` New Frontiers in Functional Morphology of Molluscs ' , held at the second World Congress of Malacology in Vienna , Austria , in August of that year .	Ruth Turner	27	38	PERSON	P69	Austria	187	194	LOCATION
651	4162098	630	She is known for her independent rule over her fiefs Lolland and Falster , the castles in Kiel and Plön , and several villages in Holstein as queen .	Lolland	53	60	LOCATION	P131	Kiel	90	94	LOCATION
652	15990433	631	This simple formula pinpointed the start of recessions in 1981 , 1990 , and 2001 , but was misleading in the early 1990s , when the index indicated a recession for a year after it had officially ended in March 1991 .  The index has inspired serious research into testing whether the tone and volume of economic reporting over time has affected people 's perceptions . Mark Doms -LRB- Federal Reserve Bank of San Francisco -RRB- and Norman Morin -LRB- Board of Governors of the Federal Reserve System -RRB- -LRB- 2004 -RRB- created indexes based on the number of articles that contain certain keywords and phrases in the title or first paragraph in the thirty largest newspapers across the US .	Mark Doms	368	377	PERSON	P69	San Francisco	408	421	LOCATION
653	15728071	632	The baronetcy became extinct on his death in 1669 .  The Drake Baronetcy of Ashe , in the County of Devon , was created in the Baronetage of England on 31 August 1660 for John Drake , briefly a Member of Parliament for Bridport .	Ashe	76	80	LOCATION	P69	Devon	100	105	LOCATION
654	28350826	633	The band 's most recent album Love And Logic is their most successful to date and was called `` a classic roots-rock record for the modern age '' by Rolling Stone and `` one of those delightful surprises that music so rarely springs in the age of digital access and constant , instant discovery '' by The Guardian newspaper .  The seeds of Sons of Bill formed in 2005 when James Wilson graduated from Deep Springs College in California and moved back to Virginia .	Deep Springs College	401	421	ORGANIZATION	P131	California	425	435	LOCATION
655	26262072	634	Liza ! Liza !  is Liza Minnelli 's debut studio solo album , released in September 1964 by Capitol Records .	Liza Minnelli	18	31	PERSON	P69	Capitol Records	91	106	ORGANIZATION
656	37799098	635	The state 's early Cenozoic flora comprised plants typical of moderate climatic conditions .  During the Eocene epoch of the Cenozoic era , the plant life of the time left behind fossils .  Hickory , linden , sycamore , and walnut left behind remains in southeastern Missouri , especially , Stottard and Scott County During the Pleistocene epoch , glaciers intruded southward into Missouri , covering the region north of the Missouri River .	Scott County	304	316	LOCATION	P47	Missouri	381	389	LOCATION
657	37799098	636	In 1941 tunneling in southeastern Moniteau County uncovered a deposit of Pleistocene fossils near Enon .	Moniteau County	34	49	LOCATION	P47	Enon	98	102	LOCATION
658	2774570	637	Mexicali Municipality is a municipality -LRB- Spanish : municipio -RRB- in the Mexican state of Baja California .  Its municipal seat -LRB- Spanish : cabecera municipal -RRB- is located in the city of Mexicali .	Mexicali Municipality	0	21	ORGANIZATION	P47	Baja California	96	111	LOCATION
659	6815028	638	As of 31 December 2004 , it had a population of 3,003 and an area of 49.4 square kilometres -LRB- 19.1 sq mi -RRB- .  Mezzojuso borders the following municipalities : Campofelice di Fitalia , Cefalà Diana , Ciminna , Godrano , Marineo , Villafrati .	Ciminna	207	214	LOCATION	P131, P47	Godrano	217	224	LOCATION
660	38423882	639	Other winners included Play , Simon and the Oaks and The Black Power Mixtape 1967-1975 with two awards each , and Happy End , A One-Way Trip to Antibes , At Night I Fly , Las Palmas , A Separation and Beyond the Border with one .	Antibes	144	151	LOCATION	P131, P47, P1376	Las Palmas	171	181	LOCATION
661	7985707	640	Norsborg is a part of Botkyrka Municipality in Stockholm County , Sweden .	Botkyrka Municipality	22	43	LOCATION	P47	Sweden	66	72	LOCATION
662	7985707	640	Norsborg is a part of Botkyrka Municipality in Stockholm County , Sweden .	Stockholm County	47	63	LOCATION	P47	Sweden	66	72	LOCATION
663	15601788	641	Brian K. Kennedy , PhD , is the President and CEO of the Buck Institute for Research on Aging in Novato , California , having started in July , 2010 .	Brian K. Kennedy	0	16	PERSON	P69	Buck Institute for Research on Aging	57	93	ORGANIZATION
664	41772681	642	During the Ruhr Uprising of 1920 the whole treasury was taken to Hildesheim in absolute secrecy , whence it returned in equally secretive circumstances in 1925 .  In the Second World War the cathedral treasury was taken first to Warstein , then to Albrechtsburg in Meissen and finally to a bunker in Siegen .	Meissen	265	272	LOCATION	P47	Siegen	300	306	LOCATION
665	34888827	643	Sainte-Foy -- Sillery is a former borough of Quebec City -LRB- Population -LRB- 2006 -RRB- : 72,262 -RRB- .	Sainte-Foy	0	10	LOCATION	P131, P47	Quebec City	45	56	LOCATION
666	34434354	644	En Esta Noche -LRB- On Nights Like This in Non-Spanish-speaking territories -RRB- is the debut bilingual studio album by Colombian - American singer-songwriter Soraya , released on February 6 , 1996 by Island Records .	Soraya	160	166	PERSON	P27	Island Records	202	216	ORGANIZATION
667	42789164	645	Already with partner Julia Willand she attended more stages in the 2004 season culminating with the participation in the 2004 Summer Olympics , in Athens .	Julia Willand	21	34	PERSON	P27	Athens	147	153	LOCATION
668	20199200	646	He was the legislative director for Representative Jennifer Dunn of Washington , and was the chief of staff to Representative Bud Shuster of Pennsylvania , chairman of the House Committee on Transportation and Infrastructure .	Bud Shuster	126	137	PERSON	P69	Pennsylvania	141	153	LOCATION
669	17528082	647	Josée Corbeil -LRB- born May 25 , 1973 in Dollard-des-Ormeaux , Quebec -RRB- is a retired female volleyball player from Canada women 's national volleyball team , who competed for her native country at the 1996 Summer Olympics in Atlanta , Georgia .	Dollard-des-Ormeaux	42	61	LOCATION	P131, P47	Quebec	64	70	LOCATION
670	43316692	648	His younger brother Charles Heaphy became an explorer and decorated military man , and two of his sisters also became miniature painters .  He painted miniature portraits , and has works that can be found in the Victoria and Albert Museum and the National Portrait Gallery , London .	Charles Heaphy	20	34	PERSON	P27	Victoria	212	220	LOCATION
671	27086180	649	* Senior club appearances and goals counted for the domestic league only and correct as of 5 May 2016 . Eunice Beckmann -LRB- born 8 February 1992 -RRB- is a German footballer who plays for the Boston Breakers of the NWSL .	Eunice Beckmann	104	119	PERSON	P54	NWSL	217	221	ORGANIZATION
672	27086180	650	She previously played for Bayern Munich in the Frauen-Bundesliga , Linköpings FC of the Swedish Damallsvenskan , Frauen Bundesliga clubs Bayer 04 Leverkusen and FCR 2001 Duisburg .	Leverkusen	146	156	ORGANIZATION	P47	FCR	161	164	ORGANIZATION
673	30285184	651	Michal Vondrka -LRB- born May 17 , 1982 -RRB- is a Czech professional ice hockey forward who currently plays for HC Sparta Praha in the Czech Extraliga .  He was selected by the Buffalo Sabres in the 5th round -LRB- 155th overall -RRB- of the 2001 NHL Entry Draft .	Michal Vondrka	0	14	PERSON	P54	NHL	248	251	ORGANIZATION
674	32436139	652	Milburn Schools is a private school and charter school operator headquartered in Lake Ridge , unincorporated Prince William County , Virginia , United States , near Woodbridge .	Prince William County	109	130	LOCATION	P47	Woodbridge	165	175	LOCATION
675	1960689	653	Přelouč -LRB- Czech pronunciation : -LSB- ˈpr̝̊ɛlou̯tʃ -RSB- -RRB- is a town in the Pardubice Region in the Czech Republic .	Pardubice Region	84	100	LOCATION	P47, P150	Czech Republic	108	122	LOCATION
676	7290350	654	Stachys coccinea , the scarlet hedgenettle or Texas betony , is an ornamental plant of the family Lamiaceae , which is native from Arizona to Texas and from Baja California Sur , Mexico to Nicaragua .	Baja California Sur	157	176	LOCATION	P47, P150	Mexico	179	185	LOCATION
677	20488397	655	Marc-Philippe Daubresse -LRB- born August 1 , 1953 in Lille , Nord -RRB- was the French Minister for Youth and Active Solidarities .	Marc-Philippe Daubresse	0	23	PERSON	P69	Lille	54	59	LOCATION
678	20127427	656	Transcendentalist Moncure D. Conway , who helped secure the publication of the sketches in the Commonwealth , recommended they be collected as a book .	Moncure D. Conway	18	35	PERSON	P69	Commonwealth	95	107	LOCATION
679	35680855	657	These `` slack seasons '' were known to fishermen as `` small months '' -LRB- Chinese : 小月 ; Pe̍h - ōe-jī : sió-go ̍eh -RRB- and the phrase `` pass the small months '' -LRB- 度小月 ; tō͘ - sió-go ̍eh -RRB- refers to enduring the slack seasons . Hong Yutou -LRB- 洪芋頭 -RRB- , a fisherman from Tainan , and descending from fishermen in Zhangzhou , Fujian , began to sell noodles when he was 20 years old .	Tainan	288	294	LOCATION	P47	Zhangzhou	330	339	LOCATION
680	27118918	658	It is the first episode of a two-part story , the second episode being '' Cold Blood '' , and features the return of the Silurians , a reptile-like humanoid race last seen in 1984 's Warriors of the Deep .  In the episode , the Doctor -- a time travelling alien played by Matt Smith -- and his companions Amy Pond -LRB- Karen Gillan -RRB- and Rory Williams -LRB- Arthur Darvill -RRB- land in Wales in 2020 , where a drilling operation headed by Nasreen Chaudhry -LRB- Meera Syal -RRB- is drilling deep into the earth and disrupting a civilisation of Silurians who dwell beneath the earth .	Arthur Darvill	363	377	PERSON	P19	Wales	392	397	LOCATION
681	42088815	659	Yashodhar Mathpal -LRB- born 1939 -RRB- is an Indian archaeologist , painter , curator , Gandhian and Rock art conservationist .  He is most known for his study of cave art , especially in Bhimbetka rock shelters , Barechhina -LRB- Uttarakhand -RRB- and Kerala .	Barechhina	215	225	LOCATION	P131	Kerala	254	260	LOCATION
682	3517188	660	Included in the film were scenes identifying the then home in La Paz , Bolivia , of Klaus Barbie , former head of the Gestapo in Lyon , France , and the first confirmation by a Bolivian law officer of Barbie 's true identity .	Klaus Barbie	84	96	PERSON	P27	Lyon	129	133	LOCATION
683	3517188	661	Barbie had been living under the alias Klaus Altmann , and while the Paris Nazi hunters Serge and Beate Klarsfeld had identified him in Bolivia in 1971 , the government there had always refused requests to extradite him to France .	Beate Klarsfeld	98	113	PERSON	P27	Bolivia	136	143	LOCATION
684	28812561	662	Balawad is a village in Belgaum district in the southern state of Karnataka , India .	Balawad	0	7	LOCATION	P131	Belgaum	24	31	LOCATION
685	5949228	663	Darren Tillis -LRB- born February 23 , 1960 -RRB- is a retired American professional basketball player who was selected by the Boston Celtics in the 1st round -LRB- 23rd overall -RRB- of the 1982 NBA Draft .  A 6 ' 11 '' center born in Dallas , Texas and from Cleveland State University , Tillis played in 2 NBA seasons .	Darren Tillis	0	13	PERSON	P54	Cleveland State University	260	286	ORGANIZATION
686	151457	664	Terence Hardy `` Terry '' Waite CBE -LRB- born 31 May 1939 -RRB- is an English humanitarian and author . Waite was the Assistant for Anglican Communion Affairs for the then Archbishop of Canterbury , Robert Runcie , in the 1980s .	Waite	105	110	PERSON	P27	Canterbury	187	197	LOCATION
687	24381916	665	In the later John Thomson 's Atlas of Scotland 1832 it is clearly marked as Gowkhall , with the centre of the village being where the modern day junction between Clune Road and Dean Ridge occurs .	John Thomson	13	25	PERSON	P69	Scotland	38	46	LOCATION
688	24381916	666	Historical maps are available free of charge online via the National Library of Scotland website , although reproduction here is not possible under copyright .  The hamlet of Gowkhall comes under the authority of the Carnock and Gowkhall Community Council making use of the primary school in Carnock .	National Library of Scotland	60	88	ORGANIZATION	P131	Carnock	292	299	LOCATION
689	28492573	667	Narodni trgovački lanac consists of 16 companies , and trade Kerum and Tommy from Split and Bakmaz from Zadar , Biljemerkant from Osijek and Boso from Vinkovci , Pemo from Dubrovnik and Studenac from Omiš and Trgonom from Novi Marof , Idis from Siska , Trgocentar from Virovitica and Zagreb chain Diona .	Zadar	104	109	LOCATION	P1376	Osijek	130	136	LOCATION
690	28492573	667	Narodni trgovački lanac consists of 16 companies , and trade Kerum and Tommy from Split and Bakmaz from Zadar , Biljemerkant from Osijek and Boso from Vinkovci , Pemo from Dubrovnik and Studenac from Omiš and Trgonom from Novi Marof , Idis from Siska , Trgocentar from Virovitica and Zagreb chain Diona .	Dubrovnik	172	181	LOCATION	P131	Zagreb	284	290	LOCATION
691	21896765	668	Snijders was discovered by AZ , and joined their youth academy .  Because of a conflict with Michel Doesburg , Snijders decided to leave for Vitesse Arnhem 's youth department , Vitesse/AGOVV .	Michel Doesburg	93	108	PERSON	P54	Vitesse Arnhem	141	155	ORGANIZATION
692	21896765	669	In the 2008 -- 09 Eredivisie season , he played mostly for the reserves , but in first months of 2009 he was picked for the first team by manager Theo Bos .  On 25 January 2009 , Snijders makes his debut in professional football , when he replaces Mads Junker in the 87th minute in the derby match against N.E.C. .	Mads Junker	248	259	PERSON	P54	N.E.C.	306	312	ORGANIZATION
693	12975720	670	Daniel R. White -LRB- born 1953 , Atlanta , Georgia -RRB- is an American attorney and author .	Daniel R. White	0	15	PERSON	P69	Atlanta	34	41	LOCATION
694	1028262	671	He retired from the adult film industry in late 2000 .  In 2004 , Phoenix was coaxed out of retirement when John Rutherford of Colt Studio presented Phoenix with the Jerry Douglas script for Buckleroos .	John Rutherford	108	123	PERSON	P69	Phoenix	149	156	LOCATION
695	17054634	672	Radney Bowker -LRB- born -LRB- 1979-02-05 -RRB- 5 February 1979 -LRB- age 37 -RRB- in Billinge , Merseyside -RRB- is a rugby league footballer of the 1990s and 2000s , playing at club level for Leigh Centurions -LRB- twice -RRB- , St. Helens in 2001 's Super League VI , Barrow Raiders , Salford City Reds , Rochdale Hornets -LRB- twice -RRB- , and London Broncos in 2004 's Super League IX , as a Stand-off/Five-eighth , or Lock .	Billinge	86	94	LOCATION	P131	Merseyside	97	107	LOCATION
696	116819	673	North Amherst is a census-designated place -LRB- CDP -RRB- in the town of Amherst in Hampshire County , Massachusetts , United States .	Hampshire County	85	101	LOCATION	P47	Massachusetts	104	117	LOCATION
697	40564570	674	Ivan Rylov -LRB- born April 3 , 1986 in Tyumen , Russia -RRB- , better known by his stage name Struggle da Preacher , is a Russian born rapper .	Tyumen	40	46	LOCATION	P1376	Russia	49	55	LOCATION
698	44137031	675	The Royston River rises from the Great Dividing Range near Lake Mountain and below Royston Gap , and flows northwest , fueled by runoff from the Federation and Royston Ranges before reaching its confluence with the Rubicon River , near Rubicon .	Great Dividing Range	33	53	LOCATION	P131	Lake Mountain	59	72	LOCATION
699	8258070	676	Because of the genealogy column The Transcript is of value to historians and others . Gary Boyd Roberts of the New England Historic Genealogical Society noted : The Boston Evening Transcript , like the New York Times today , was a newspaper of record .	Gary Boyd Roberts	86	103	PERSON	P69	New England Historic Genealogical Society	111	152	ORGANIZATION
700	32397668	677	David Gross is Professor of History at University of Colorado at Boulder .	David Gross	0	11	PERSON	P69	University of Colorado	39	61	ORGANIZATION
701	21560184	678	Lendy -LSB- ˈlɛndɨ -RSB- is a village in the administrative district of Gmina Brusy , within Chojnice County , Pomeranian Voivodeship , in northern Poland .	Chojnice County	93	108	LOCATION	P47, P150	Poland	148	154	LOCATION
702	21560184	678	Lendy -LSB- ˈlɛndɨ -RSB- is a village in the administrative district of Gmina Brusy , within Chojnice County , Pomeranian Voivodeship , in northern Poland .	Pomeranian Voivodeship	111	133	LOCATION	P47	Poland	148	154	LOCATION
703	740819	679	St Lucia bay and Maputo bay are one land and they belong to the Tsonga people , Tsonga villages were built from St Lucia bay until Maputo and they were not separated by any natural division .	Maputo	17	23	LOCATION	P1376	St Lucia	112	120	LOCATION
704	36140778	680	Cyril Burt and others pointed out that ` psychopathic personality ' was used in a broader and somewhat different way in America than in the UK .	Cyril Burt	0	10	PERSON	P69	America	120	127	LOCATION
705	26683613	681	- Stimulates creative dialogue through encounters with art and the sacred .  - Widens vision through education and participation .  Art and Sacred Places was founded under the auspices of the Rt Revd John Gladwin at that time the Anglican Bishop of Guildford .	John Gladwin	200	212	PERSON	P69	Guildford	249	258	LOCATION
706	1700123	682	The village of Kalvåg was the administrative centre of the old municipality of Bremanger that existed from 1838 until 1964 when the municipality was enlarged and the administration center was moved east to the mainland village of Svelgen .	Bremanger	79	88	LOCATION	P47	Svelgen	230	237	LOCATION
707	42525030	683	Peter Gavigan -LRB- 11 December 1897 -- 1977 -RRB- was a Scottish footballer who played in the Football League for Clapton Orient and Fulham .	Peter Gavigan	0	13	PERSON	P54	Football League	95	110	ORGANIZATION
708	1841248	684	The culture is named after Hongshanhou -LRB- simplified Chinese : 红山後 ; traditional Chinese : 紅山後 ; pinyin : Hóngshānhòu -RRB- , a site in Hongshan District , Chifeng .	Hongshan District	139	156	LOCATION	P150	Chifeng	159	166	LOCATION
709	7158402	685	Bruce Allan Clark -LRB- born April 26 , 1948 -RRB- is a former mayor of the town of Glace Bay , Nova Scotia , serving from 1981 to 1988 .	Bruce Allan Clark	0	17	PERSON	P69	Nova Scotia	96	107	LOCATION
710	1818070	686	Enguerrand VII de Coucy , KG -LRB- 1340 , Picardy - 18 February 1397 , in captivity at Bursa -RRB- , also known as Ingelram de Coucy , was a 14th-century French nobleman , the last Sieur de Coucy , and the son-in-law of King Edward III of England and Philippa of Hainault .	Picardy	42	49	LOCATION	P47, P150	Bursa	87	92	LOCATION
711	1818070	686	Enguerrand VII de Coucy , KG -LRB- 1340 , Picardy - 18 February 1397 , in captivity at Bursa -RRB- , also known as Ingelram de Coucy , was a 14th-century French nobleman , the last Sieur de Coucy , and the son-in-law of King Edward III of England and Philippa of Hainault .	Edward III	225	235	PERSON	P19	England	239	246	LOCATION
712	49364692	687	The Republican caucus took place on March 12 , 2016 : Gov. Eddie Calvo , one of the delegates from Guam , had announced his support for Cruz prior to the March 12 Guam caucus .	Eddie Calvo	59	70	PERSON	P69	Guam	99	103	LOCATION
713	1139466	688	It is the oldest Reform Jewish congregation in New Jersey and , with 1,100 member families , one of the largest Jewish congregations in the state at the time of the move .  Most of the property was purchased from Congressman Robert Kean , father of future New Jersey governor Thomas Kean .	Robert Kean	225	236	PERSON	P69	New Jersey	256	266	LOCATION
714	26197505	690	velebitensis only grows at elevations between 900 and 1200 m in the Velebit Mountains -LRB- Dinaric Alps -RRB- of Croatia .	Dinaric Alps	92	104	ORGANIZATION	P17	Croatia	114	121	LOCATION
715	1591582	691	Lawrence B. Lindsey was director of the National Economic Council -LRB- 2001 -- 2002 -RRB- , and the assistant to the president on economic policy for the U.S. President George W. Bush .	Lawrence B. Lindsey	0	19	PERSON	P69	National Economic Council	40	65	ORGANIZATION
716	1997155	692	It empties into the Gulf of Guayaquil .  The largest towns on its banks are Huaquillas , in the Ecuadorian province of El Oro , and Aguas Verdes in the Tumbes Region of Peru ; both towns are connected by an international bridge .	Gulf of Guayaquil	20	37	LOCATION	P17	Huaquillas	76	86	LOCATION
717	5340841	693	He was not the only one in his family to pursue a career in baseball . Sam Mayer , Erskine Mayer 's older brother , appeared in 11 games for the 1915 Washington Senators .	Erskine Mayer	83	96	PERSON	P54	Washington Senators	150	169	ORGANIZATION
718	8338037	694	In addition , all traces of the Japanese production teams were removed from the credits . Rintaro , who would later go on to become a well known and respected director of Japanese animation , had his first job in the animation industry -LRB- at age 17 -RRB- as an in-between animator on this film .  Xu-Xian , a young boy , once owned a pet snake in West Lake until his parents forced him to give her up .	Rintaro	90	97	PERSON	P19	West Lake	350	359	LOCATION
719	33989726	695	Holm was born in Jackson , Michigan .	Holm	0	4	PERSON	P69	Jackson	17	24	LOCATION
720	19758399	696	Ustjanowa Dolna -LSB- ustjaˈnɔva ˈdɔlna -RSB- -LRB- Ukrainian : Устянова Долішня Ustianova Dolishnia -RRB- is a village in the administrative district of Gmina Ustrzyki Dolne , within Bieszczady County , Subcarpathian Voivodeship , in south-eastern Poland .	Bieszczady County	184	201	LOCATION	P47, P150	Poland	249	255	LOCATION
721	19758399	696	Ustjanowa Dolna -LSB- ustjaˈnɔva ˈdɔlna -RSB- -LRB- Ukrainian : Устянова Долішня Ustianova Dolishnia -RRB- is a village in the administrative district of Gmina Ustrzyki Dolne , within Bieszczady County , Subcarpathian Voivodeship , in south-eastern Poland .	Subcarpathian Voivodeship	204	229	LOCATION	P47	Poland	249	255	LOCATION
722	9942610	697	Willard Franklin Midgette -LRB- July 9 , 1937 -- April 21 , 1978 -RRB- was an American painter and printmaker associated with the second generation of Contemporary American Realist painters . Midgette was born in Baltimore , Maryland , the son of Ernst Midgette and Mary Midgette .	Willard Franklin Midgette	0	25	PERSON	P69	Baltimore	213	222	LOCATION
723	14316986	698	Wysokie -LSB- vɨˈsɔkʲɛ -RSB- -LRB- German : Weißig -RRB- is a village in the administrative district of Gmina Rudna , within Lubin County , Lower Silesian Voivodeship , in south-western Poland .	Gmina Rudna	104	115	LOCATION	P47	Poland	186	192	LOCATION
724	14316986	698	Wysokie -LSB- vɨˈsɔkʲɛ -RSB- -LRB- German : Weißig -RRB- is a village in the administrative district of Gmina Rudna , within Lubin County , Lower Silesian Voivodeship , in south-western Poland .	Lubin County	125	137	LOCATION	P47, P150	Poland	186	192	LOCATION
725	9598154	699	Klaus Havenstein -LRB- 7 April 1922 in Wittenberge , Germany -- 19 March 1998 in Munich -RRB- , was a German actor , cabaret artist , dubbing artist and television presenter .	Klaus Havenstein	0	16	PERSON	P27	Wittenberge	39	50	LOCATION
726	2431432	700	Dubnica nad Váhom -LRB- pronunciation -LRB- help · info -RRB- ; Slovak before 1927 : Dubnica , German : Dubnitz an der Waag , Hungarian : Máriatölgyes , before 1899 Dubnic -LRB- z -RRB- -RRB- is a town in the Ilava District , Trenčín Region in Slovakia .	Ilava District	209	223	LOCATION	P47	Slovakia	244	252	LOCATION
727	15440947	701	Renton Hill was historically a neighborhood of Seattle , Washington , United States ; it was roughly the southern part of today 's Capitol Hill and the adjacent part of First Hill , centered roughly at 18th and Madison .	Renton Hill	0	11	LOCATION	P131	Washington	57	67	LOCATION
728	36750166	702	With the riches of owner Jack Walker allowing manager Kenny Dalglish to sign Southampton striker Alan Shearer for a new British record fee -LRB- variously reported as # 3.3 million , # 3.4 ; million , or # 3.6 million -RRB- , Blackburn enjoyed an extraordinary season in their return to the top flight .	Kenny Dalglish	54	68	PERSON	P54	Southampton	77	88	ORGANIZATION
729	36750166	702	With the riches of owner Jack Walker allowing manager Kenny Dalglish to sign Southampton striker Alan Shearer for a new British record fee -LRB- variously reported as # 3.3 million , # 3.4 ; million , or # 3.6 million -RRB- , Blackburn enjoyed an extraordinary season in their return to the top flight .	Alan Shearer	97	109	PERSON	P54	Blackburn	226	235	ORGANIZATION
730	1825909	703	After the Pietro Belluschi designed home of the museum opened in 1932 , the school moved into the upper floors of the building .  In 1981 , the school changed its name to Pacific Northwest College of Art in order to reflect its independence from the museum .	Pietro Belluschi	10	26	PERSON	P27	Pacific Northwest College of Art	171	203	ORGANIZATION
731	50677561	704	Upon the deployment of 3,500 extra armed troops to guard Olympic venues , Theresa May denied that the organisation of the games amounted to a `` shambles '' .  G4S supplied security equipment , services and maintenance for use at Israeli prisons , checkpoints and settlements in the West Bank , including across the highly controversial Israeli West Bank barrier .	Theresa May	74	85	PERSON	P69	West Bank	283	292	LOCATION
732	50677561	704	Upon the deployment of 3,500 extra armed troops to guard Olympic venues , Theresa May denied that the organisation of the games amounted to a `` shambles '' .  G4S supplied security equipment , services and maintenance for use at Israeli prisons , checkpoints and settlements in the West Bank , including across the highly controversial Israeli West Bank barrier .	Theresa May	74	85	PERSON	P69	West Bank	345	354	LOCATION
733	50677561	705	In July 2007 , US Senator Bob Casey urged Interior Secretary Dirk Kempthorne to re-examine federal plans involving Wackenhut and its operations at US nuclear facilities , public transit systems and the Liberty Bell in Philadelphia .	Bob Casey	26	35	PERSON	P54	Interior	42	50	ORGANIZATION
734	50677561	706	Peter McCormack , 79 , was chained to a prison custody officer employed by G4S for eight days while in Royal Liverpool University Hospital after a heart attack in March 2012 .  The restraint was removed only briefly for him to take off his upper clothing , and when he was under heavy sedation undergoing a heart procedure .	Peter McCormack	0	15	PERSON	P54	Royal Liverpool University Hospital	103	138	ORGANIZATION
735	50677561	707	The judge criticised the evidence given by G4S 's then head of security , saying it was `` less than impressive ... It is a reasonable conclusion that she simply ignored a recommendation from a security manager '' .  In July 2013 , British Justice Secretary , Chris Grayling , asked the Serious Fraud Office to investigate G4S for overcharging for tagging criminals in England and Wales , claiming that it and rival company Serco charged the government for tagging people who were not actually being monitored , including tags for people in prison or out of the country , and a small number who had died , and had done so since 2005 .	Chris Grayling	260	274	PERSON	P69	Serious Fraud Office	287	307	ORGANIZATION
